-0.96875 -0.96875 0.0023598966074823403 -0.0023598966074823403
-0.96875 -0.90625 0.0069890003192667385 -0.02110292577539925
-0.96875 -0.84375 0.011349520668258251 -0.05786870001152187
-0.96875 -0.78125 0.015273885302853117 -0.11124433123043975
-0.96875 -0.71875 0.018611283090952897 -0.17917862385780875
-0.96875 -0.65625 0.021233459707195163 -0.25906090112594915
-0.96875 -0.59375 0.023039646374751314 -0.3478213319179438
-0.96875 -0.53125 0.023960432352908307 -0.4420489026558791
-0.96875 -0.46875 0.023960432352908307 -0.5381225006397267
-0.96875 -0.40625 0.023039646374751314 -0.6323500713776621
-0.96875 -0.34375 0.021233459707195167 -0.721110502169657
-0.96875 -0.28125 0.018611283090952904 -0.8009927794377973
-0.96875 -0.21875 0.015273885302853117 -0.8689270720651664
-0.96875 -0.15625 0.011349520668258254 -0.9223027032840841
-0.96875 -0.09375 0.0069890003192667385 -0.959068477520207
-0.96875 -0.03125 0.002359896607482346 -0.9778115066881238
-0.96875 0.03125 -0.00235989660748234 -0.9778115066881238
-0.96875 0.09375 -0.006989000319266734 -0.959068477520207
-0.96875 0.15625 -0.011349520668258251 -0.9223027032840841
-0.96875 0.21875 -0.015273885302853112 -0.8689270720651664
-0.96875 0.28125 -0.018611283090952894 -0.8009927794377975
-0.96875 0.34375 -0.021233459707195163 -0.721110502169657
-0.96875 0.40625 -0.02303964637475131 -0.6323500713776623
-0.96875 0.46875 -0.023960432352908307 -0.5381225006397267
-0.96875 0.53125 -0.023960432352908307 -0.44204890265587937
-0.96875 0.59375 -0.023039646374751314 -0.34782133191794395
-0.96875 0.65625 -0.021233459707195167 -0.25906090112594926
-0.96875 0.71875 -0.018611283090952897 -0.17917862385780867
-0.96875 0.78125 -0.015273885302853129 -0.1112443312304399
-0.96875 0.84375 -0.011349520668258258 -0.057868700011521945
-0.96875 0.90625 -0.006989000319266741 -0.021102925775399267
-0.96875 0.96875 -0.0023598966074823385 -0.002359896607482337

-0.90625 -0.96875 0.02110292577539925 -0.0069890003192667385
-0.90625 -0.90625 0.06249780372330626 -0.06249780372330626
-0.90625 -0.84375 0.10149092612329876 -0.17138223834626365
-0.90625 -0.78125 0.13658380914913995 -0.3294579364286731
-0.90625 -0.71875 0.16642785298646232 -0.5306501375431004
-0.90625 -0.65625 0.18987616776733018 -0.7672271382306042
-0.90625 -0.59375 0.20602764790468123 -1.0300974170286747
-0.90625 -0.53125 0.2142616010746914 -1.3091590165424523
-0.90625 -0.46875 0.21426160107469142 -1.5936877560021703
-0.90625 -0.40625 0.20602764790468123 -1.872749355515948
-0.90625 -0.34375 0.1898761677673302 -2.1356196343140192
-0.90625 -0.28125 0.16642785298646237 -2.372196635001523
-0.90625 -0.21875 0.13658380914913995 -2.5733888361159507
-0.90625 -0.15625 0.10149092612329878 -2.7314645341983597
-0.90625 -0.09375 0.06249780372330626 -2.8403489688213175
-0.90625 -0.03125 0.0211029257753993 -2.895857772225357
-0.90625 0.03125 -0.021102925775399246 -2.895857772225357
-0.90625 0.09375 -0.062497803723306225 -2.8403489688213175
-0.90625 0.15625 -0.10149092612329876 -2.7314645341983597
-0.90625 0.21875 -0.1365838091491399 -2.5733888361159507
-0.90625 0.28125 -0.16642785298646226 -2.3721966350015236
-0.90625 0.34375 -0.18987616776733018 -2.1356196343140192
-0.90625 0.40625 -0.2060276479046812 -1.8727493555159487
-0.90625 0.46875 -0.21426160107469142 -1.5936877560021703
-0.90625 0.53125 -0.21426160107469142 -1.3091590165424531
-0.90625 0.59375 -0.20602764790468123 -1.0300974170286752
-0.90625 0.65625 -0.1898761677673302 -0.7672271382306045
-0.90625 0.71875 -0.16642785298646232 -0.5306501375431003
-0.90625 0.78125 -0.13658380914914006 -0.32945793642867355
-0.90625 0.84375 -0.10149092612329881 -0.17138223834626387
-0.90625 0.90625 -0.06249780372330629 -0.06249780372330632
-0.90625 0.96875 -0.021102925775399232 -0.006989000319266727

-0.84375 -0.96875 0.05786870001152187 -0.011349520668258251
-0.84375 -0.90625 0.17138223834626365 -0.10149092612329876
-0.84375 -0.84375 0.2783096533736251 -0.2783096533736251
-0.84375 -0.78125 0.3745417844996899 -0.535010657892092
-0.84375 -0.71875 0.45638048489288413 -0.8617290640346366
-0.84375 -0.65625 0.5206807391927695 -1.2459092666789933
-0.84375 -0.59375 0.5649715246865994 -1.6727874360882808
-0.84375 -0.53125 0.5875507713264043 -2.125958883608134
-0.84375 -0.46875 0.5875507713264043 -2.588008484651841
-0.84375 -0.40625 0.5649715246865994 -3.0411799321716946
-0.84375 -0.34375 0.5206807391927695 -3.4680581015809833
-0.84375 -0.28125 0.45638048489288424 -3.85223830422534
-0.84375 -0.21875 0.3745417844996899 -4.178956710367885
-0.84375 -0.15625 0.2783096533736252 -4.435657714886351
-0.84375 -0.09375 0.17138223834626365 -4.612476442136678
-0.84375 -0.03125 0.05786870001152201 -4.702617847591719
-0.84375 0.03125 -0.05786870001152186 -4.702617847591719
-0.84375 0.09375 -0.17138223834626354 -4.612476442136678
-0.84375 0.15625 -0.2783096533736251 -4.435657714886351
-0.84375 0.21875 -0.3745417844996897 -4.178956710367885
-0.84375 0.28125 -0.456380484892884 -3.8522383042253407
-0.84375 0.34375 -0.5206807391927695 -3.4680581015809833
-0.84375 0.40625 -0.5649715246865993 -3.0411799321716955
-0.84375 0.46875 -0.5875507713264043 -2.588008484651841
-0.84375 0.53125 -0.5875507713264043 -2.1259588836081353
-0.84375 0.59375 -0.5649715246865994 -1.6727874360882817
-0.84375 0.65625 -0.5206807391927695 -1.245909266678994
-0.84375 0.71875 -0.45638048489288413 -0.8617290640346362
-0.84375 0.78125 -0.3745417844996901 -0.5350106578920927
-0.84375 0.84375 -0.2783096533736253 -0.27830965337362545
-0.84375 0.90625 -0.1713822383462637 -0.10149092612329884
-0.84375 0.96875 -0.05786870001152182 -0.011349520668258234

-0.78125 -0.96875 0.11124433123043975 -0.015273885302853117
-0.78125 -0.90625 0.3294579364286731 -0.13658380914913995
-0.78125 -0.84375 0.535010657892092 -0.3745417844996899
-0.78125 -0.78125 0.7200032198101514 -0.7200032198101514
-0.78125 -0.71875 0.877326461773364 -1.1596922258585483
-0.78125 -0.65625 1.0009345398209744 -1.6767118007228752
-0.78125 -0.59375 1.086077264833822 -2.251193172089016
-0.78125 -0.53125 1.1294826496382524 -2.861059343028233
-0.78125 -0.46875 1.1294826496382526 -3.48287349860822
-0.78125 -0.40625 1.086077264833822 -4.092739669547438
-0.78125 -0.34375 1.0009345398209746 -4.66722104091358
-0.78125 -0.28125 0.8773264617733643 -5.184240615777907
-0.78125 -0.21875 0.7200032198101514 -5.623929621826305
-0.78125 -0.15625 0.5350106578920922 -5.9693910571367645
-0.78125 -0.09375 0.3294579364286731 -6.207349032487316
-0.78125 -0.03125 0.11124433123044003 -6.328658956333602
-0.78125 0.03125 -0.11124433123043974 -6.328658956333602
-0.78125 0.09375 -0.32945793642867294 -6.207349032487316
-0.78125 0.15625 -0.535010657892092 -5.9693910571367645
-0.78125 0.21875 -0.720003219810151 -5.623929621826305
-0.78125 0.28125 -0.8773264617733637 -5.184240615777908
-0.78125 0.34375 -1.0009345398209744 -4.66722104091358
-0.78125 0.40625 -1.0860772648338217 -4.092739669547439
-0.78125 0.46875 -1.1294826496382526 -3.48287349860822
-0.78125 0.53125 -1.1294826496382526 -2.8610593430282347
-0.78125 0.59375 -1.086077264833822 -2.251193172089017
-0.78125 0.65625 -1.0009345398209746 -1.676711800722876
-0.78125 0.71875 -0.877326461773364 -1.1596922258585478
-0.78125 0.78125 -0.7200032198101518 -0.7200032198101524
-0.78125 0.84375 -0.5350106578920923 -0.37454178449969033
-0.78125 0.90625 -0.32945793642867327 -0.1365838091491401
-0.78125 0.96875 -0.11124433123043967 -0.015273885302853092

